run_id,k,sim_threshold,n_docs,n_clusters_all,n_singletons,max_cluster_size,silhouette,davies_bouldin,dbi_note
6155613e-ef6f-48b8-8e3e-f0f95f314350,10,0.7,39142,28198,24927,615,0.10212535411119461,1.229412853359724,"DBI computed on subset (min_size=5, topK=400)"
6155613e-ef6f-48b8-8e3e-f0f95f314350,20,0.7,39142,28196,24927,711,0.10119422525167465,1.2326791681094138,"DBI computed on subset (min_size=5, topK=400)"
6155613e-ef6f-48b8-8e3e-f0f95f314350,25,0.7,39142,28196,24927,711,0.10119422525167465,1.2326791681094138,"DBI computed on subset (min_size=5, topK=400)"
6155613e-ef6f-48b8-8e3e-f0f95f314350,30,0.7,39142,28195,24927,711,0.10029198229312897,1.2454055667331068,"DBI computed on subset (min_size=5, topK=400)"
