run_id,k,sim_threshold,n_docs,n_clusters_all,n_singletons,singleton_share,max_cluster_size,median_cluster_size,p95_cluster_size,top10_share,silhouette,davies_bouldin,svd_explained_sum,dbi_note
6155613e-ef6f-48b8-8e3e-f0f95f314350,10,0.6,39142,23112,19928,0.5091206376781974,4016,1.0,2.0,0.18128864135711,-0.013505741022527218,1.7133086822340167,0.25933098793029785,"DBI computed on subset (min_size=5, topK=400)"
6155613e-ef6f-48b8-8e3e-f0f95f314350,20,0.6,39142,23100,19928,0.5091206376781974,4131,1.0,2.0,0.18504419804813244,-0.019039524719119072,1.7212468923271507,0.25933098793029785,"DBI computed on subset (min_size=5, topK=400)"
6155613e-ef6f-48b8-8e3e-f0f95f314350,25,0.6,39142,23097,19928,0.5091206376781974,4351,1.0,2.0,0.19020489499770069,-0.02705863118171692,1.7235450794566827,0.25933098793029785,"DBI computed on subset (min_size=5, topK=400)"
6155613e-ef6f-48b8-8e3e-f0f95f314350,30,0.6,39142,23096,19928,0.5091206376781974,4351,1.0,2.0,0.19143119922334065,-0.02752775140106678,1.7279525933591622,0.25933098793029785,"DBI computed on subset (min_size=5, topK=400)"
